"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 15:10:49 GMT 2024","Mon Apr 29 15:10:49 GMT 2024","95","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Mon Apr 29 15:10:33 GMT 2024","Mon Apr 29 15:10:37 GMT 2024","3517","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Mon Apr 29 15:11:12 GMT 2024","Mon Apr 29 15:11:14 GMT 2024","1538","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"passed","Mon Apr 29 15:10:49 GMT 2024","Mon Apr 29 15:10:54 GMT 2024","5098","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Mon Apr 29 15:11:04 GMT 2024","Mon Apr 29 15:11:06 GMT 2024","1343","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"broken","Mon Apr 29 15:12:14 GMT 2024","Mon Apr 29 15:12:14 GMT 2024","0","Surefire suite","Surefire test","gropItFriendly.ElementsHelenTest","gropItFriendly.ElementsHelenTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"passed","Mon Apr 29 15:12:14 GMT 2024","Mon Apr 29 15:12:16 GMT 2024","1064","Surefire suite","Surefire test","gropItFriendly.OksanaTest","gropItFriendly.OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Mon Apr 29 15:11:11 GMT 2024","Mon Apr 29 15:11:12 GMT 2024","1104","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"passed","Mon Apr 29 15:10:37 GMT 2024","Mon Apr 29 15:10:49 GMT 2024","11280","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Mon Apr 29 15:09:28 GMT 2024","Mon Apr 29 15:09:31 GMT 2024","2985","Surefire suite","Surefire test","exampleTests.GoogleSearchTest","exampleTests.GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Mon Apr 29 15:10:49 GMT 2024","Mon Apr 29 15:10:49 GMT 2024","89","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"skipped","Mon Apr 29 15:12:14 GMT 2024","Mon Apr 29 15:12:14 GMT 2024","1","Surefire suite","Surefire test","gropItFriendly.ElementsHelenTest","gropItFriendly.ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Mon Apr 29 15:10:37 GMT 2024","Mon Apr 29 15:10:37 GMT 2024","5","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"broken","Mon Apr 29 15:10:31 GMT 2024","Mon Apr 29 15:10:31 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"passed","Mon Apr 29 15:09:27 GMT 2024","Mon Apr 29 15:09:27 GMT 2024","561","Surefire suite","Surefire test","exampleTests.apiDemoSimpleTest","exampleTests.apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Mon Apr 29 15:10:54 GMT 2024","Mon Apr 29 15:11:04 GMT 2024","10103","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Mon Apr 29 15:09:28 GMT 2024","Mon Apr 29 15:09:28 GMT 2024","8","Surefire suite","Surefire test","exampleTests.LogAddTest","exampleTests.LogAddTest","addLogs","addLogs",""
"passed","Mon Apr 29 15:11:08 GMT 2024","Mon Apr 29 15:11:11 GMT 2024","3471","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"passed","Mon Apr 29 15:10:31 GMT 2024","Mon Apr 29 15:10:33 GMT 2024","1681","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"passed","Mon Apr 29 15:11:06 GMT 2024","Mon Apr 29 15:11:07 GMT 2024","1355","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"passed","Mon Apr 29 15:10:49 GMT 2024","Mon Apr 29 15:10:49 GMT 2024","121","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"broken","Mon Apr 29 15:11:14 GMT 2024","Mon Apr 29 15:11:44 GMT 2024","30052","Surefire suite","Surefire test","gropItFriendly.ElementsHelenTest","gropItFriendly.ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"passed","Mon Apr 29 15:12:16 GMT 2024","Mon Apr 29 15:12:16 GMT 2024","187","Surefire suite","Surefire test","gropItFriendly.OksanaTest","gropItFriendly.OksanaTest","loginTest","loginTest","Succesfull login"
