"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 14:57:49 GMT 2024","Mon Apr 29 14:57:49 GMT 2024","518","Surefire suite","Surefire test","gropItFriendly.OksanaTest","gropItFriendly.OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Mon Apr 29 14:56:56 GMT 2024","Mon Apr 29 14:56:58 GMT 2024","1540","Surefire suite","Surefire test","exampleTests.GoogleSearchTest","exampleTests.GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Mon Apr 29 14:57:12 GMT 2024","Mon Apr 29 14:57:12 GMT 2024","100","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Mon Apr 29 14:57:12 GMT 2024","Mon Apr 29 14:57:17 GMT 2024","5083","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Mon Apr 29 14:57:18 GMT 2024","Mon Apr 29 14:57:19 GMT 2024","1704","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Mon Apr 29 14:57:00 GMT 2024","Mon Apr 29 14:57:02 GMT 2024","2120","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Mon Apr 29 14:57:20 GMT 2024","Mon Apr 29 14:57:21 GMT 2024","703","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"passed","Mon Apr 29 14:57:37 GMT 2024","Mon Apr 29 14:57:47 GMT 2024","10010","Surefire suite","Surefire test","gropItFriendly.ElementsHelenTest","gropItFriendly.ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"passed","Mon Apr 29 14:57:47 GMT 2024","Mon Apr 29 14:57:49 GMT 2024","1503","Surefire suite","Surefire test","gropItFriendly.ElementsHelenTest","gropItFriendly.ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Mon Apr 29 14:57:19 GMT 2024","Mon Apr 29 14:57:20 GMT 2024","719","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"passed","Mon Apr 29 14:57:50 GMT 2024","Mon Apr 29 14:57:50 GMT 2024","167","Surefire suite","Surefire test","gropItFriendly.OksanaTest","gropItFriendly.OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Mon Apr 29 14:57:12 GMT 2024","Mon Apr 29 14:57:12 GMT 2024","102","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"passed","Mon Apr 29 14:57:12 GMT 2024","Mon Apr 29 14:57:12 GMT 2024","108","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Mon Apr 29 14:56:56 GMT 2024","Mon Apr 29 14:56:56 GMT 2024","8","Surefire suite","Surefire test","exampleTests.LogAddTest","exampleTests.LogAddTest","addLogs","addLogs",""
"passed","Mon Apr 29 14:57:02 GMT 2024","Mon Apr 29 14:57:02 GMT 2024","3","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"passed","Mon Apr 29 14:56:55 GMT 2024","Mon Apr 29 14:56:55 GMT 2024","407","Surefire suite","Surefire test","exampleTests.apiDemoSimpleTest","exampleTests.apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Mon Apr 29 14:57:21 GMT 2024","Mon Apr 29 14:57:34 GMT 2024","13097","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"passed","Mon Apr 29 14:57:36 GMT 2024","Mon Apr 29 14:57:37 GMT 2024","1184","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"passed","Mon Apr 29 14:57:03 GMT 2024","Mon Apr 29 14:57:12 GMT 2024","8988","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Mon Apr 29 14:56:58 GMT 2024","Mon Apr 29 14:57:00 GMT 2024","2066","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"passed","Mon Apr 29 14:57:34 GMT 2024","Mon Apr 29 14:57:35 GMT 2024","1314","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
