"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","0","ExampleSuite","exampleTests","exampleTests.ExamplesTest","exampleTests.ExamplesTest","textBoxFillTest","textBoxFillTest",""
"passed","Thu Apr 25 18:57:50 GMT 2024","Thu Apr 25 18:57:50 GMT 2024","562","ExampleSuite","exampleTests","exampleTests.apiDemoSimpleTest","exampleTests.apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","0","ExampleSuite","exampleTests","exampleTests.ExamplesTest","exampleTests.ExamplesTest","alertTest","alertTest",""
"passed","Thu Apr 25 18:57:51 GMT 2024","Thu Apr 25 18:57:51 GMT 2024","10","ExampleSuite","exampleTests","exampleTests.LogAddTest","exampleTests.LogAddTest","addLogs","addLogs",""
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","1","ExampleSuite","exampleTests","exampleTests.ExamplesTest","exampleTests.ExamplesTest","sliderTest","sliderTest",""
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","0","ExampleSuite","exampleTests","exampleTests.GoogleSearchTest","exampleTests.GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","0","ExampleSuite","exampleTests","exampleTests.ExamplesTest","exampleTests.ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"unknown","Thu Apr 25 18:57:23 GMT 2024","Thu Apr 25 18:57:23 GMT 2024","0","ExampleSuite","exampleTests","exampleTests.ExamplesTest","exampleTests.ExamplesTest","networkTest","networkTest",""
