"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 13:09:34 GMT 2024","Tue Apr 23 13:09:35 GMT 2024","590","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Tue Apr 23 13:09:30 GMT 2024","Tue Apr 23 13:09:31 GMT 2024","1408","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Tue Apr 23 13:09:19 GMT 2024","Tue Apr 23 13:09:29 GMT 2024","9800","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"unknown","Tue Apr 23 13:09:08 GMT 2024","Tue Apr 23 13:09:08 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"passed","Tue Apr 23 13:09:35 GMT 2024","Tue Apr 23 13:09:35 GMT 2024","453","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Tue Apr 23 13:09:48 GMT 2024","Tue Apr 23 13:09:49 GMT 2024","1610","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"passed","Tue Apr 23 13:09:43 GMT 2024","Tue Apr 23 13:09:44 GMT 2024","936","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"passed","Tue Apr 23 13:09:34 GMT 2024","Tue Apr 23 13:09:34 GMT 2024","477","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"passed","Tue Apr 23 13:09:32 GMT 2024","Tue Apr 23 13:09:32 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalTest","smallModalTest",""
"passed","Tue Apr 23 13:09:47 GMT 2024","Tue Apr 23 13:09:47 GMT 2024","377","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Tue Apr 23 13:09:44 GMT 2024","Tue Apr 23 13:09:45 GMT 2024","931","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"unknown","Tue Apr 23 13:09:08 GMT 2024","Tue Apr 23 13:09:08 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"unknown","Tue Apr 23 13:09:08 GMT 2024","Tue Apr 23 13:09:08 GMT 2024","2","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"passed","Tue Apr 23 13:09:32 GMT 2024","Tue Apr 23 13:09:34 GMT 2024","1430","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Tue Apr 23 13:09:35 GMT 2024","Tue Apr 23 13:09:41 GMT 2024","5621","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Tue Apr 23 13:09:19 GMT 2024","Tue Apr 23 13:09:19 GMT 2024","156","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Tue Apr 23 13:09:17 GMT 2024","Tue Apr 23 13:09:19 GMT 2024","2093","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Tue Apr 23 13:09:45 GMT 2024","Tue Apr 23 13:09:47 GMT 2024","1555","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"unknown","Tue Apr 23 13:09:08 GMT 2024","Tue Apr 23 13:09:08 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"passed","Tue Apr 23 13:09:41 GMT 2024","Tue Apr 23 13:09:43 GMT 2024","1870","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Tue Apr 23 13:09:31 GMT 2024","Tue Apr 23 13:09:31 GMT 2024","449","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"passed","Tue Apr 23 13:09:49 GMT 2024","Tue Apr 23 13:09:50 GMT 2024","812","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"unknown","Tue Apr 23 13:09:08 GMT 2024","Tue Apr 23 13:09:08 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
