"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 17 18:41:40 GMT 2024","Wed Apr 17 18:42:01 GMT 2024","20431","Surefire suite","Surefire test","AlertsTest","AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Wed Apr 17 18:42:01 GMT 2024","Wed Apr 17 18:42:01 GMT 2024","551","Surefire suite","Surefire test","AlertsTest","AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"passed","Wed Apr 17 18:41:27 GMT 2024","Wed Apr 17 18:41:27 GMT 2024","139","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Wed Apr 17 18:42:01 GMT 2024","Wed Apr 17 18:42:02 GMT 2024","475","Surefire suite","Surefire test","AlertsTest","AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Wed Apr 17 18:41:32 GMT 2024","Wed Apr 17 18:41:39 GMT 2024","7045","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"unknown","Wed Apr 17 18:41:25 GMT 2024","Wed Apr 17 18:41:25 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"passed","Wed Apr 17 18:42:02 GMT 2024","Wed Apr 17 18:42:08 GMT 2024","5355","Surefire suite","Surefire test","AlertsTest","AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Wed Apr 17 18:41:26 GMT 2024","Wed Apr 17 18:41:27 GMT 2024","536","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"unknown","Wed Apr 17 18:41:25 GMT 2024","Wed Apr 17 18:41:25 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"unknown","Wed Apr 17 18:41:25 GMT 2024","Wed Apr 17 18:41:25 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"passed","Wed Apr 17 18:41:28 GMT 2024","Wed Apr 17 18:41:30 GMT 2024","2474","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"unknown","Wed Apr 17 18:41:25 GMT 2024","Wed Apr 17 18:41:25 GMT 2024","1","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"passed","Wed Apr 17 18:41:39 GMT 2024","Wed Apr 17 18:41:40 GMT 2024","700","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Wed Apr 17 18:41:30 GMT 2024","Wed Apr 17 18:41:32 GMT 2024","1479","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Wed Apr 17 18:42:02 GMT 2024","Wed Apr 17 18:42:02 GMT 2024","517","Surefire suite","Surefire test","AlertsTest","AlertsTest","promtButton","promtButton",""
