"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 24 11:31:48 GMT 2024","Wed Apr 24 11:31:49 GMT 2024","841","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:51 GMT 2024","431","MyTestSuite","MyTest","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Wed Apr 24 11:31:43 GMT 2024","Wed Apr 24 11:31:47 GMT 2024","4338","MyTestSuite","MyTest","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"passed","Wed Apr 24 11:31:43 GMT 2024","Wed Apr 24 11:31:47 GMT 2024","4230","MyTestSuite","MyTest","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Wed Apr 24 11:31:53 GMT 2024","Wed Apr 24 11:32:00 GMT 2024","7155","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"skipped","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:50 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Wed Apr 24 11:32:06 GMT 2024","Wed Apr 24 11:32:07 GMT 2024","1401","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"passed","Wed Apr 24 11:32:04 GMT 2024","Wed Apr 24 11:32:06 GMT 2024","1259","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"broken","Wed Apr 24 11:31:48 GMT 2024","Wed Apr 24 11:31:48 GMT 2024","661","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"passed","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:53 GMT 2024","2229","MyTestSuite","MyTest","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"broken","Wed Apr 24 11:31:52 GMT 2024","Wed Apr 24 11:32:30 GMT 2024","38014","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Wed Apr 24 11:31:43 GMT 2024","Wed Apr 24 11:31:43 GMT 2024","15","MyTestSuite","MyTest","LogAddTest","LogAddTest","addLogs","addLogs",""
"passed","Wed Apr 24 11:32:02 GMT 2024","Wed Apr 24 11:32:04 GMT 2024","2699","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"broken","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:50 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"skipped","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:50 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"broken","Wed Apr 24 11:31:41 GMT 2024","Wed Apr 24 11:31:41 GMT 2024","48","MyTestSuite","MyTest","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"broken","Wed Apr 24 11:31:42 GMT 2024","Wed Apr 24 11:31:42 GMT 2024","0","MyTestSuite","MyTest","OksanaTest","OksanaTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"passed","Wed Apr 24 11:32:00 GMT 2024","Wed Apr 24 11:32:01 GMT 2024","1387","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"skipped","Wed Apr 24 11:31:50 GMT 2024","Wed Apr 24 11:31:50 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Wed Apr 24 11:31:47 GMT 2024","Wed Apr 24 11:31:47 GMT 2024","50","MyTestSuite","MyTest","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"broken","Wed Apr 24 11:31:41 GMT 2024","Wed Apr 24 11:31:41 GMT 2024","48","MyTestSuite","MyTest","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"broken","Wed Apr 24 11:31:51 GMT 2024","Wed Apr 24 11:31:51 GMT 2024","197","MyTestSuite","MyTest","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
