"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Wed Apr 24 11:45:45 GMT 2024","Wed Apr 24 11:45:45 GMT 2024","34","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"broken","Wed Apr 24 11:45:59 GMT 2024","Wed Apr 24 11:46:29 GMT 2024","30206","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"passed","Wed Apr 24 11:46:36 GMT 2024","Wed Apr 24 11:46:38 GMT 2024","1640","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"failed","Wed Apr 24 11:46:38 GMT 2024","Wed Apr 24 11:46:39 GMT 2024","502","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Wed Apr 24 11:46:30 GMT 2024","Wed Apr 24 11:46:31 GMT 2024","917","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"passed","Wed Apr 24 11:46:39 GMT 2024","Wed Apr 24 11:46:39 GMT 2024","3","Surefire suite","Surefire test","LogAddTest","LogAddTest","addLogs","addLogs",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","1","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Wed Apr 24 11:45:46 GMT 2024","Wed Apr 24 11:45:59 GMT 2024","13577","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Wed Apr 24 11:46:31 GMT 2024","Wed Apr 24 11:46:36 GMT 2024","5088","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"passed","Wed Apr 24 11:45:43 GMT 2024","Wed Apr 24 11:45:45 GMT 2024","2555","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Wed Apr 24 11:45:39 GMT 2024","Wed Apr 24 11:45:42 GMT 2024","3725","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"unknown","Wed Apr 24 11:45:14 GMT 2024","Wed Apr 24 11:45:14 GMT 2024","1","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
