"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 11:23:34 GMT 2024","Wed Apr 24 11:23:57 GMT 2024","23664","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"broken","Wed Apr 24 11:23:32 GMT 2024","Wed Apr 24 11:23:32 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"broken","Wed Apr 24 11:23:31 GMT 2024","Wed Apr 24 11:23:32 GMT 2024","310","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"skipped","Wed Apr 24 11:23:06 GMT 2024","Wed Apr 24 11:23:06 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Wed Apr 24 11:23:06 GMT 2024","Wed Apr 24 11:23:06 GMT 2024","345","MyTestSuite","MyTest","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Wed Apr 24 11:22:26 GMT 2024","Wed Apr 24 11:22:26 GMT 2024","8","MyTestSuite","MyTest","LogAddTest","LogAddTest","addLogs","addLogs",""
"passed","Wed Apr 24 11:22:27 GMT 2024","Wed Apr 24 11:22:29 GMT 2024","2715","MyTestSuite","MyTest","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"broken","Wed Apr 24 11:23:57 GMT 2024","Wed Apr 24 11:23:57 GMT 2024","1","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"passed","Wed Apr 24 11:23:07 GMT 2024","Wed Apr 24 11:23:17 GMT 2024","10687","MyTestSuite","MyTest","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"broken","Wed Apr 24 11:22:36 GMT 2024","Wed Apr 24 11:22:36 GMT 2024","81","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"broken","Wed Apr 24 11:22:30 GMT 2024","Wed Apr 24 11:23:00 GMT 2024","30008","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"broken","Wed Apr 24 11:23:35 GMT 2024","Wed Apr 24 11:23:35 GMT 2024","305","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"broken","Wed Apr 24 11:22:25 GMT 2024","Wed Apr 24 11:22:25 GMT 2024","1","MyTestSuite","MyTest","OksanaTest","OksanaTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"passed","Wed Apr 24 11:23:19 GMT 2024","Wed Apr 24 11:23:31 GMT 2024","11999","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"passed","Wed Apr 24 11:22:26 GMT 2024","Wed Apr 24 11:22:35 GMT 2024","9809","MyTestSuite","MyTest","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"broken","Wed Apr 24 11:23:32 GMT 2024","Wed Apr 24 11:23:34 GMT 2024","1507","MyTestSuite","MyTest","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"broken","Wed Apr 24 11:23:30 GMT 2024","Wed Apr 24 11:23:30 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","attachFilesToFailedTest","attachFilesToFailedTest",""
"skipped","Wed Apr 24 11:23:06 GMT 2024","Wed Apr 24 11:23:06 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Wed Apr 24 11:22:29 GMT 2024","Wed Apr 24 11:22:29 GMT 2024","36","MyTestSuite","MyTest","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"broken","Wed Apr 24 11:22:25 GMT 2024","Wed Apr 24 11:22:25 GMT 2024","27","MyTestSuite","MyTest","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Wed Apr 24 11:23:17 GMT 2024","Wed Apr 24 11:23:19 GMT 2024","1626","MyTestSuite","MyTest","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"skipped","Wed Apr 24 11:23:06 GMT 2024","Wed Apr 24 11:23:06 GMT 2024","0","MyTestSuite","MyTest","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"broken","Wed Apr 24 11:22:25 GMT 2024","Wed Apr 24 11:22:25 GMT 2024","27","MyTestSuite","MyTest","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"broken","Wed Apr 24 11:23:30 GMT 2024","Wed Apr 24 11:23:31 GMT 2024","1447","MyTestSuite","MyTest","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
