"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 15 17:28:25 GMT 2024","Mon Apr 15 17:28:25 GMT 2024","1","Surefire suite","Surefire test","ClassTarasTest","ClassTarasTest","openPageTest","openPageTest",""
"passed","Mon Apr 15 17:28:18 GMT 2024","Mon Apr 15 17:28:19 GMT 2024","780","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Mon Apr 15 17:28:28 GMT 2024","Mon Apr 15 17:28:29 GMT 2024","1205","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Mon Apr 15 17:28:20 GMT 2024","Mon Apr 15 17:28:21 GMT 2024","1623","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Mon Apr 15 17:28:19 GMT 2024","Mon Apr 15 17:28:19 GMT 2024","244","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"unknown","Mon Apr 15 17:28:16 GMT 2024","Mon Apr 15 17:28:16 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"passed","Mon Apr 15 17:28:25 GMT 2024","Mon Apr 15 17:28:28 GMT 2024","3078","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"unknown","Mon Apr 15 17:28:16 GMT 2024","Mon Apr 15 17:28:16 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"unknown","Mon Apr 15 17:28:16 GMT 2024","Mon Apr 15 17:28:16 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"passed","Mon Apr 15 17:28:22 GMT 2024","Mon Apr 15 17:28:24 GMT 2024","2530","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"unknown","Mon Apr 15 17:28:16 GMT 2024","Mon Apr 15 17:28:16 GMT 2024","1","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
