"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Wed Apr 24 11:38:30 GMT 2024","Wed Apr 24 11:38:30 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"unknown","Wed Apr 24 11:38:30 GMT 2024","Wed Apr 24 11:38:30 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"broken","Wed Apr 24 11:38:50 GMT 2024","Wed Apr 24 11:38:50 GMT 2024","2","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","setUp","setUp",""
"skipped","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"broken","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","OksanaTest","OksanaTest","setUp","setUp",""
"broken","Wed Apr 24 11:38:50 GMT 2024","Wed Apr 24 11:38:50 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","setUp","setUp",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","1","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"unknown","Wed Apr 24 11:38:30 GMT 2024","Wed Apr 24 11:38:30 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"broken","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","setUp","setUp",""
"skipped","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","LogAddTest","LogAddTest","addLogs","addLogs",""
"skipped","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","1","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"broken","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","setUp","setUp",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"unknown","Wed Apr 24 11:38:30 GMT 2024","Wed Apr 24 11:38:30 GMT 2024","1","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"broken","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","setUp","setUp",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"skipped","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","3","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"skipped","Wed Apr 24 11:38:50 GMT 2024","Wed Apr 24 11:38:50 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"skipped","Wed Apr 24 11:38:50 GMT 2024","Wed Apr 24 11:38:50 GMT 2024","0","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
"skipped","Wed Apr 24 11:38:51 GMT 2024","Wed Apr 24 11:38:51 GMT 2024","1","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"skipped","Wed Apr 24 11:38:52 GMT 2024","Wed Apr 24 11:38:52 GMT 2024","0","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
