"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 07:34:35 GMT 2024","Wed Apr 24 07:34:36 GMT 2024","610","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Wed Apr 24 07:34:16 GMT 2024","Wed Apr 24 07:34:16 GMT 2024","168","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Wed Apr 24 07:34:16 GMT 2024","Wed Apr 24 07:34:19 GMT 2024","2984","Surefire suite","Surefire test","alertsFramesWindows.NestedFramesTest","alertsFramesWindows.NestedFramesTest","test","test",""
"passed","Wed Apr 24 07:34:33 GMT 2024","Wed Apr 24 07:34:35 GMT 2024","2084","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"passed","Wed Apr 24 07:34:36 GMT 2024","Wed Apr 24 07:34:37 GMT 2024","630","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Wed Apr 24 07:34:20 GMT 2024","Wed Apr 24 07:34:25 GMT 2024","5687","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram1test","fram1test",""
"passed","Wed Apr 24 07:34:45 GMT 2024","Wed Apr 24 07:34:46 GMT 2024","678","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowTest","newWindowTest",""
"passed","Wed Apr 24 07:34:31 GMT 2024","Wed Apr 24 07:34:32 GMT 2024","1159","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModaltest","smallModaltest","Test wrote by playwright recorder"
"passed","Wed Apr 24 07:34:27 GMT 2024","Wed Apr 24 07:34:30 GMT 2024","3190","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","largeModalSimpletest","largeModalSimpletest","Test wrote by playwright recorder"
"passed","Wed Apr 24 07:34:46 GMT 2024","Wed Apr 24 07:34:47 GMT 2024","406","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"passed","Wed Apr 24 07:34:47 GMT 2024","Wed Apr 24 07:34:49 GMT 2024","1942","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"passed","Wed Apr 24 07:34:44 GMT 2024","Wed Apr 24 07:34:45 GMT 2024","801","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newWindowMessageTest","newWindowMessageTest",""
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","1","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"passed","Wed Apr 24 07:34:30 GMT 2024","Wed Apr 24 07:34:31 GMT 2024","901","Surefire suite","Surefire test","alertsFramesWindows.DialogsTest","alertsFramesWindows.DialogsTest","smallModalSimpletest","smallModalSimpletest",""
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"passed","Wed Apr 24 07:34:13 GMT 2024","Wed Apr 24 07:34:16 GMT 2024","2453","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"passed","Wed Apr 24 07:34:49 GMT 2024","Wed Apr 24 07:34:50 GMT 2024","744","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Wed Apr 24 07:34:43 GMT 2024","Wed Apr 24 07:34:44 GMT 2024","1896","Surefire suite","Surefire test","alertsFramesWindows.WindowsTest","alertsFramesWindows.WindowsTest","newTabTest","newTabTest",""
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","0","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Wed Apr 24 07:34:35 GMT 2024","Wed Apr 24 07:34:35 GMT 2024","476","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
"unknown","Wed Apr 24 07:34:06 GMT 2024","Wed Apr 24 07:34:06 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"passed","Wed Apr 24 07:34:37 GMT 2024","Wed Apr 24 07:34:42 GMT 2024","5617","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"passed","Wed Apr 24 07:34:25 GMT 2024","Wed Apr 24 07:34:27 GMT 2024","1155","Surefire suite","Surefire test","alertsFramesWindows.FramesTest","alertsFramesWindows.FramesTest","fram2test","fram2test",""
