"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 18 17:22:39 GMT 2024","Thu Apr 18 17:22:39 GMT 2024","160","Surefire suite","Surefire test","OksanaTest","OksanaTest","loginTest","loginTest","Succesfull login"
"passed","Thu Apr 18 17:22:37 GMT 2024","Thu Apr 18 17:22:39 GMT 2024","1962","Surefire suite","Surefire test","OksanaTest","OksanaTest","addToBagTest","addToBagTest","Add product to the bag"
"passed","Thu Apr 18 17:23:05 GMT 2024","Thu Apr 18 17:23:06 GMT 2024","882","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxPositiveTest","elementsTextboxPositiveTest","Elements_textbox testing"
"passed","Thu Apr 18 17:22:48 GMT 2024","Thu Apr 18 17:22:48 GMT 2024","651","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","promtButton","promtButton",""
"passed","Thu Apr 18 17:22:48 GMT 2024","Thu Apr 18 17:22:54 GMT 2024","5386","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","timeallertDialogTest","timeallertDialogTest",""
"unknown","Thu Apr 18 17:22:29 GMT 2024","Thu Apr 18 17:22:29 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","textBoxFillTest","textBoxFillTest",""
"passed","Thu Apr 18 17:22:57 GMT 2024","Thu Apr 18 17:22:57 GMT 2024","334","Surefire suite","Surefire test","apiDemoSimpleTest","apiDemoSimpleTest","apiResponeTest","apiResponeTest",""
"unknown","Thu Apr 18 17:22:29 GMT 2024","Thu Apr 18 17:22:29 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","alertTest","alertTest",""
"passed","Thu Apr 18 17:22:58 GMT 2024","Thu Apr 18 17:23:05 GMT 2024","7686","Surefire suite","Surefire test","ElementsHelenTest","ElementsHelenTest","elementsTextboxNegativeTest","elementsTextboxNegativeTest","Elements_checkbox testing"
"unknown","Thu Apr 18 17:22:29 GMT 2024","Thu Apr 18 17:22:29 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","fillManyTextBoxes","fillManyTextBoxes",""
"passed","Thu Apr 18 17:22:54 GMT 2024","Thu Apr 18 17:22:57 GMT 2024","2574","Surefire suite","Surefire test","GoogleSearchTest","GoogleSearchTest","searchTest","searchTest","Поиск в гугле"
"passed","Thu Apr 18 17:22:47 GMT 2024","Thu Apr 18 17:22:48 GMT 2024","373","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonOk","confirmButtonOk",""
"passed","Thu Apr 18 17:22:39 GMT 2024","Thu Apr 18 17:22:47 GMT 2024","7701","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","allertDialogTest","allertDialogTest",""
"unknown","Thu Apr 18 17:22:29 GMT 2024","Thu Apr 18 17:22:29 GMT 2024","2","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","sliderTest","sliderTest",""
"unknown","Thu Apr 18 17:22:29 GMT 2024","Thu Apr 18 17:22:29 GMT 2024","0","Surefire suite","Surefire test","ExamplesTest","ExamplesTest","networkTest","networkTest",""
"passed","Thu Apr 18 17:22:47 GMT 2024","Thu Apr 18 17:22:47 GMT 2024","445","Surefire suite","Surefire test","alertsFramesWindows.AlertsTest","alertsFramesWindows.AlertsTest","confirmButtonCancel","confirmButtonCancel",""
